Obs_ID,Study_ID,Cohort_ID,Shared_control_ID,Year,Country,Data_source,Data_location,Bird_species,Bird_common_name,Prey_species,Prey_common_name,Response,Measure,Direction,Detail_result,Note_result,Treatment_stimulus,Shape_pattern,Control_stimulus,Note_stimulus,Number_pattern,Diameter_pattern,Log_diameter,Area_pattern,Log_area,area_pattern_T,Log_area_pattern_T,Area_background,Log_background,Type_prey,Shape_prey,Diet_bird,Bird_sex,Bird_age,Tn,Cn,T_mean,C_mean,T_sd,C_sd,T_proportion,C_proportion,Study_design,Dataset,Mean_median,T_mean_median,C_mean_median,Type_of_variance_statistic,T_se,C_se,T_variance_q1,T_variance_q3,C_variance_q1,C_variance_q3,lnRR,lnRR_var,Note
226,Hossie_2013,Hossie_2013_13,Hossie_2013_g,2013,Canada,fig. 4,p.387,none,none,none,none,continuous,number,Neutral,number of attacked,,eyespot,eyespot,no pattern,eyespots-defensive posture vs. no eyespots-defensive posture ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,4.5,1.504077397,15.90431,2.766590142,31.80862,3.459737322,931.817524,6.837137006,artificial,abstract_caterpillar,NA,NA,NA,7.708333,7.708333,0.4528,0.3888,0.730178,0.23329186,NA,NA,independent,prey,median,0.392,0.3728,IQR,NA,NA,0.2864,0.68,0.2672,0.5264,0.152385454,0.384060148,
227,Hossie_2013,Hossie_2013_13,Hossie_2013_g,2013,Canada,fig. 4,p.387,none,none,none,none,continuous,number,Neutral,number of attacked,,eyespot,eyespot,no pattern,eyespots-defensive posture vs. no eyespots-defensive posture ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,4.5,1.504077397,15.90431,2.766590142,31.80862,3.459737322,931.817524,6.837137006,artificial,abstract_caterpillar,NA,NA,NA,7.708333,7.708333,0.8016,0.5232,1.2169633,0.25921318,NA,NA,independent,prey,median,0.6896,0.4784,IQR,NA,NA,0.5072,1.208,0.4016,0.6896,0.42664593,0.330848743,
228,Hossie_2013,Hossie_2013_13,Hossie_2013_g,2013,Canada,fig. 4,p.387,none,none,none,none,continuous,number,Neutral,number of attacked,,eyespot,eyespot,no pattern,eyespots-defensive posture vs. no eyespots-defensive posture ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,2,4.5,1.504077397,15.90431,2.766590142,31.80862,3.459737322,931.817524,6.837137006,artificial,abstract_caterpillar,NA,NA,NA,7.708333,7.708333,1.3776,1.144,2.109403,0.71715646,NA,NA,independent,prey,median,1.1984,1.064,IQR,NA,NA,0.8528,2.0816,0.7856,1.5824,0.185811962,0.355149019,
229,Ho_2016,Ho_2016_1,Ho_2016_a,2016,Singapore,table. S1,supplementary Material,none,none,Mycalesis_perseus,dingy bush brown butterfly,proportion1,proportion,Increase,survival,calculated by AM; (total-predated)/total,eyespot,eyespot,no pattern,"single; paper models of the dingy bush brown butterfly; model with a single large eyespot of diameter approximately 8_mm. A mirror image of the butterfly was created, and a band (approx. 6_mm in length and 5mm in width) with the same colour as the butterfly's body was added between the two images connecting the mid-section of the body. The butterfly images were then printed in colour on normal paper using a colour laser printer. The paper butterflies were cut out and dipped in paraffin wax to render them waterproof. ",2,8,2.079441542,50.26548,3.917318559,100.53096,4.61046574,219.571,5.391675643,real,butterfly,NA,NA,NA,20,20,NA,NA,NA,NA,0.6,0.1,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.013027424,0.068333251,
230,Ho_2016,Ho_2016_2,Ho_2016_b,2016,Singapore,table. S1,supplementary Material,none,none,Mycalesis_perseus,dingy bush brown butterfly,proportion1,proportion,Increase,survival,calculated by AM; (total-predated)/total,eyespot,eyespot,no pattern,"single, paper models of the dingy bush brown butterfly; model with a single large eyespot of diameter approximately 8_mm. A mirror image of the butterfly was created, and a band (approx. 6_mm in length and 5_mm in width) with the same colour as the butterfly's body was added between the two images connecting the mid-section of the body. The butterfly images were then printed in colour on normal paper using a colour laser printer. The paper butterflies were cut out and dipped in paraffin wax to render them waterproof. ",2,8,2.079441542,50.26548,3.917318559,100.53096,4.61046574,219.571,5.391675643,real,butterfly,NA,NA,NA,20,20,NA,NA,NA,NA,0.9,0.55,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.402126504,0.012959884,
231,Ho_2016,Ho_2016_3,Ho_2016_c,2016,Singapore,table. S1,supplementary Material,none,none,Mycalesis_perseus,dingy bush brown butterfly,proportion1,proportion,Increase,survival,calculated by AM; (total-predated)/total,eyespot,eyespot,no pattern,"single, paper models of the dingy bush brown butterfly; model with a single large eyespot of diameter approximately 8_mm. A mirror image of the butterfly was created, and a band (approx. 6_mm in length and 5_mm in width) with the same colour as the butterfly's body was added between the two images connecting the mid-section of the body. The butterfly images were then printed in colour on normal paper using a colour laser printer. The paper butterflies were cut out and dipped in paraffin wax to render them waterproof. ",2,8,2.079441542,50.26548,3.917318559,100.53096,4.61046574,219.571,5.391675643,real,butterfly,NA,NA,NA,20,20,NA,NA,NA,NA,0.8,0.45,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.409245032,0.016658162,
232,Ho_2016,Ho_2016_4,Ho_2016_d,2016,Singapore,table. S1,supplementary Material,none,none,Mycalesis_perseus,dingy bush brown butterfly,proportion1,proportion,Increase,survival,calculated by AM; (total-predated)/total,eyespot,eyespot,no pattern,"single, paper models of the dingy bush brown butterfly; model with an eyespot obtained by combining the area of all marginal eyespots of the M. perseus model. This eyespot has a diameter of approximately 6_mm. A mirror image of the butterfly was created, and a band (approx. 6_mm in length and 5_mm in width) with the same colour as the butterfly's body was added between the two images connecting the mid-section of the body. The butterfly images were then printed in colour on normal paper using a colour laser printer. The paper butterflies were cut out and dipped in paraffin wax to render them waterproof. ",2,6,1.791759469,28.27433,3.341954326,56.54866,4.035101506,234.136,5.455902143,real,butterfly,NA,NA,NA,20,20,NA,NA,NA,NA,0.35,0.15,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.464855827,0.055111317,
233,Ho_2016,Ho_2016_5,Ho_2016_e,2016,Singapore,table. S1,supplementary Material,none,none,Mycalesis_perseus,dingy bush brown butterfly,proportion1,proportion,Increase,survival,calculated by AM; (total-predated)/total,eyespot,eyespot,no pattern,"single, paper models of the dingy bush brown butterfly; model with an eyespot obtained by combining the area of all marginal eyespots of the M. perseus model. This eyespot has a diameter of approximately 6_mm. A mirror image of the butterfly was created, and a band (approx. 6_mm in length and 5_mm in width) with the same colour as the butterfly's body was added between the two images connecting the mid-section of the body. The butterfly images were then printed in colour on normal paper using a colour laser printer. The paper butterflies were cut out and dipped in paraffin wax to render them waterproof. ",2,6,1.791759469,28.27433,3.341954326,56.54866,4.035101506,234.136,5.455902143,real,butterfly,NA,NA,NA,20,20,NA,NA,NA,NA,0.4,0.3,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166602058,0.031932937,
234,Ho_2016,Ho_2016_6,Ho_2016_f,2016,Singapore,table. S1,supplementary Material,none,none,Mycalesis_perseus,dingy bush brown butterfly,proportion1,proportion,Increase,survival,calculated by AM; (total-predated)/total,eyespot,eyespot,no pattern,"single, paper models of the dingy bush brown butterfly; model with an eyespot obtained by combining the area of all marginal eyespots of the M. perseus model. This eyespot has a diameter of approximately 6_mm. A mirror image of the butterfly was created, and a band (approx. 6_mm in length and 5_mm in width) with the same colour as the butterfly's body was added between the two images connecting the mid-section of the body. The butterfly images were then printed in colour on normal paper using a colour laser printer. The paper butterflies were cut out and dipped in paraffin wax to render them waterproof. ",2,6,1.791759469,28.27433,3.341954326,56.54866,4.035101506,234.136,5.455902143,real,butterfly,NA,NA,NA,20,20,NA,NA,NA,NA,0.5,0.35,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215638495,0.025727696,
235,Ho_2016,Ho_2016_7,Ho_2016_g,2016,Singapore,table. S1,supplementary Material,none,none,Mycalesis_perseus,dingy bush brown butterfly,proportion1,proportion,Increase,survival,calculated by AM; (total-predated)/total,eyespot,eyespot,no pattern,"single, paper models of the dingy bush brown butterfly; model which has enlarged wings and eyespot diameter of approximately 8_mm. A mirror image of the butterfly was created, and a band (approx. 6_mm in length and 5_mm in width) with the same colour as the butterfly's body was added between the two images connecting the mid-section of the body. The butterfly images were then printed in colour on normal paper using a colour laser printer. The paper butterflies were cut out and dipped in paraffin wax to render them waterproof. ",2,8,2.079441542,50.26548,3.917318559,100.53096,4.61046574,359.673,5.885195285,real,butterfly,NA,NA,NA,20,20,NA,NA,NA,NA,0.6,0.25,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.526078298,0.030757704,
236,Ho_2016,Ho_2016_8,Ho_2016_h,2016,Singapore,table. S1,supplementary Material,none,none,Mycalesis_perseus,dingy bush brown butterfly,proportion1,proportion,Increase,survival,calculated by AM; (total-predated)/total,eyespot,eyespot,no pattern,"single, paper models of the dingy bush brown butterfly; model which has enlarged wings and eyespot diameter of approximately 8_mm. A mirror image of the butterfly was created, and a band (approx. 6_mm in length and 5_mm in width) with the same colour as the butterfly's body was added between the two images connecting the mid-section of the body. The butterfly images were then printed in colour on normal paper using a colour laser printer. The paper butterflies were cut out and dipped in paraffin wax to render them waterproof. ",2,8,2.079441542,50.26548,3.917318559,100.53096,4.61046574,359.673,5.885195285,real,butterfly,NA,NA,NA,20,20,NA,NA,NA,NA,0.6,0.15,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.801107513,0.047476177,
237,Ho_2016,Ho_2016_9,Ho_2016_i,2016,Singapore,table. S1,supplementary Material,none,none,Mycalesis_perseus,dingy bush brown butterfly,proportion1,proportion,Increase,survival,calculated by AM; (total-predated)/total,eyespot,eyespot,no pattern,"single, paper models of the dingy bush brown butterfly; model which has enlarged wings and eyespot diameter of approximately 8_mm. A mirror image of the butterfly was created, and a band (approx. 6_mm in length and 5_mm in width) with the same colour as the butterfly's body was added between the two images connecting the mid-section of the body. The butterfly images were then printed in colour on normal paper using a colour laser printer. The paper butterflies were cut out and dipped in paraffin wax to render them waterproof. ",2,8,2.079441542,50.26548,3.917318559,100.53096,4.61046574,359.673,5.885195285,real,butterfly,NA,NA,NA,20,20,NA,NA,NA,NA,0.5,0.3,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30378403,0.028734293,
238,Ho_2016,Ho_2016_10,Ho_2016_j,2016,Singapore,table. S1,supplementary Material,none,none,Mycalesis_perseus,dingy bush brown butterfly,proportion1,proportion,Increase,survival,calculated by AM; (total-predated)/total,eyespot,eyespot,no pattern,"single, paper models of the dingy bush brown butterfly; model which has reduced wings and eyespot diameter of approximately 6_mm. A mirror image of the butterfly was created, and a band (approx. 6_mm in length and 5_mm in width) with the same colour as the butterfly's body was added between the two images connecting the mid-section of the body. The butterfly images were then printed in colour on normal paper using a colour laser printer. The paper butterflies were cut out and dipped in paraffin wax to render them waterproof. ",2,6,1.791759469,28.27433,3.341954326,56.54866,4.035101506,129.576,4.864267582,real,butterfly,NA,NA,NA,20,20,NA,NA,NA,NA,0.55,0.35,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.277456344,0.024549348,
239,Ho_2016,Ho_2016_11,Ho_2016_k,2016,Singapore,table. S1,supplementary Material,none,none,Mycalesis_perseus,dingy bush brown butterfly,proportion1,proportion,Increase,survival,calculated by AM; (total-predated)/total,eyespot,eyespot,no pattern,"single, paper models of the dingy bush brown butterfly; model which has reduced wings and eyespot diameter of approximately 6_mm. A mirror image of the butterfly was created, and a band (approx. 6_mm in length and 5_mm in width) with the same colour as the butterfly's body was added between the two images connecting the mid-section of the body. The butterfly images were then printed in colour on normal paper using a colour laser printer. The paper butterflies were cut out and dipped in paraffin wax to render them waterproof. ",2,6,1.791759469,28.27433,3.341954326,56.54866,4.035101506,129.576,4.864267582,real,butterfly,NA,NA,NA,20,20,NA,NA,NA,NA,0.55,0.4,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.198999821,0.022284533,
240,Ho_2016,Ho_2016_12,Ho_2016_l,2016,Singapore,table. S1,supplementary Material,none,none,Mycalesis_perseus,dingy bush brown butterfly,proportion1,proportion,Increase,survival,calculated by AM; (total-predated)/total,eyespot,eyespot,no pattern,"single, paper models of the dingy bush brown butterfly; model which has reduced wings and eyespot diameter of approximately 6_mm. A mirror image of the butterfly was created, and a band (approx. 6_mm in length and 5_mm in width) with the same colour as the butterfly's body was added between the two images connecting the mid-section of the body. The butterfly images were then printed in colour on normal paper using a colour laser printer. The paper butterflies were cut out and dipped in paraffin wax to render them waterproof. ",2,6,1.791759469,28.27433,3.341954326,56.54866,4.035101506,129.576,4.864267582,real,butterfly,NA,NA,NA,20,20,NA,NA,NA,NA,0.45,0.4,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.071289403,0.024890123,
241,Ho_2016,Ho_2016_13,Ho_2016_m,2016,Singapore,table. S1,supplementary Material,none,none,Mycalesis_perseus,dingy bush brown butterfly,proportion1,proportion,Increase,survival,calculated by AM; (total-predated)/total,eyespot,eyespot,no pattern,"single, paper models of the dingy bush brown butterfly; model which has reduced wings and eyespot diameter of approximately 6_mm. A mirror image of the butterfly was created, and a band (approx. 6_mm in length and 5_mm in width) with the same colour as the butterfly's body was added between the two images connecting the mid-section of the body. The butterfly images were then printed in colour on normal paper using a colour laser printer. The paper butterflies were cut out and dipped in paraffin wax to render them waterproof. ",2,2.2,0.78845736,3.80133,1.335351005,7.60266,2.028498186,222.235,5.403735381,real,butterfly,NA,NA,NA,20,20,NA,NA,NA,NA,0.35,0.45,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.149745926,0.027154938,
242,Ho_2016,Ho_2016_14,Ho_2016_n,2016,Singapore,table. S1,supplementary Material,none,none,Mycalesis_perseus,dingy bush brown butterfly,proportion1,proportion,Increase,survival,calculated by AM; (total-predated)/total,eyespot,eyespot,no pattern,"single, paper models of the dingy bush brown butterfly; model which has reduced wings and eyespot diameter of approximately 6_mm. A mirror image of the butterfly was created, and a band (approx. 6_mm in length and 5_mm in width) with the same colour as the butterfly's body was added between the two images connecting the mid-section of the body. The butterfly images were then printed in colour on normal paper using a colour laser printer. The paper butterflies were cut out and dipped in paraffin wax to render them waterproof. ",2,2.2,0.78845736,3.80133,1.335351005,7.60266,2.028498186,222.235,5.403735381,real,butterfly,NA,NA,NA,20,20,NA,NA,NA,NA,0.4,0.35,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.078456523,0.028926341,
243,Ho_2016,Ho_2016_15,Ho_2016_o,2016,Singapore,table. S1,supplementary Material,none,none,Mycalesis_perseus,dingy bush brown butterfly,proportion1,proportion,Increase,survival,calculated by AM; (total-predated)/total,eyespot,eyespot,no pattern,"single, paper models of the dingy bush brown butterfly; model which has reduced wings and eyespot diameter of approximately 6_mm. A mirror image of the butterfly was created, and a band (approx. 6_mm in length and 5_mm in width) with the same colour as the butterfly's body was added between the two images connecting the mid-section of the body. The butterfly images were then printed in colour on normal paper using a colour laser printer. The paper butterflies were cut out and dipped in paraffin wax to render them waterproof. ",2,2.2,0.78845736,3.80133,1.335351005,7.60266,2.028498186,222.235,5.403735381,real,butterfly,NA,NA,NA,20,20,NA,NA,NA,NA,0.45,0.5,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.065892569,0.021691479,
244,Ho_2016,Ho_2016_13,Ho_2016_p,2016,Singapore,table. S1,supplementary Material,none,none,Mycalesis_perseus,dingy bush brown butterfly,proportion1,proportion,Increase,survival,calculated by AM; (total-predated)/total,eyespot,eyespot,no pattern,"single, paper models of the dingy bush brown butterfly; model which has reduced wings and eyespot diameter of approximately 6_mm. A mirror image of the butterfly was created, and a band (approx. 6_mm in length and 5_mm in width) with the same colour as the butterfly's body was added between the two images connecting the mid-section of the body. The butterfly images were then printed in colour on normal paper using a colour laser printer. The paper butterflies were cut out and dipped in paraffin wax to render them waterproof. ",11,2.436,0.89035735,4.66063,1.539150632,51.26693,3.937045905,224.766,5.415059861,real,butterfly,NA,NA,NA,20,20,NA,NA,NA,NA,0.35,0.75,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.503320567,0.021294894,
245,Ho_2016,Ho_2016_14,Ho_2016_q,2016,Singapore,table. S1,supplementary Material,none,none,Mycalesis_perseus,dingy bush brown butterfly,proportion1,proportion,Increase,survival,calculated by AM; (total-predated)/total,eyespot,eyespot,no pattern,"single, paper models of the dingy bush brown butterfly; model which has reduced wings and eyespot diameter of approximately 6_mm. A mirror image of the butterfly was created, and a band (approx. 6_mm in length and 5_mm in width) with the same colour as the butterfly's body was added between the two images connecting the mid-section of the body. The butterfly images were then printed in colour on normal paper using a colour laser printer. The paper butterflies were cut out and dipped in paraffin wax to render them waterproof. ",11,2.436,0.89035735,4.66063,1.539150632,51.26693,3.937045905,224.766,5.415059861,real,butterfly,NA,NA,NA,20,20,NA,NA,NA,NA,0.45,0.8,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.409245032,0.016658162,
246,Ho_2016,Ho_2016_15,Ho_2016_r,2016,Singapore,table. S1,supplementary Material,none,none,Mycalesis_perseus,dingy bush brown butterfly,proportion1,proportion,Increase,survival,calculated by AM; (total-predated)/total,eyespot,eyespot,no pattern,"single, paper models of the dingy bush brown butterfly; model which has reduced wings and eyespot diameter of approximately 6_mm. A mirror image of the butterfly was created, and a band (approx. 6_mm in length and 5_mm in width) with the same colour as the butterfly's body was added between the two images connecting the mid-section of the body. The butterfly images were then printed in colour on normal paper using a colour laser printer. The paper butterflies were cut out and dipped in paraffin wax to render them waterproof. ",11,2.436,0.89035735,4.66063,1.539150632,51.26693,3.937045905,224.766,5.415059861,real,butterfly,NA,NA,NA,20,20,NA,NA,NA,NA,0.3,0.7,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.536465757,0.024964201,
247,Stevens_2013,Stevens_2013_1,Stevens_2013_a,2013,UK,fig. 2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,"blue; 2mm ;distractive marking; 5.5cm wide, 2.8cm high",2,2,0.693147181,3.14159,1.144729041,6.28318,1.837876222,770,6.646390515,artificial,abstract_butterfly,NA,NA,NA,80,80,NA,NA,NA,NA,0.448584,0.439642,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012337164,0.005874593,
248,Stevens_2013,Stevens_2013_2,Stevens_2013_a,2013,UK,fig. 2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,"green; 2mm ;distractive marking; 5.5cm wide, 2.8cm high",2,2,0.693147181,3.14159,1.144729041,6.28318,1.837876222,770,6.646390515,artificial,abstract_butterfly,NA,NA,NA,80,80,NA,NA,NA,NA,0.436662,0.439642,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.004151381,0.005971856,
249,Stevens_2013,Stevens_2013_3,Stevens_2013_a,2013,UK,fig. 2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,"white; 2mm ;distractive marking; 5.5cm wide, 2.8cm high",2,2,0.693147181,3.14159,1.144729041,6.28318,1.837876222,770,6.646390515,artificial,abstract_butterfly,NA,NA,NA,80,80,NA,NA,NA,NA,0.388972,0.439642,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.073629267,0.006418826,
250,Stevens_2013,Stevens_2013_4,Stevens_2013_a,2013,UK,fig. 2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,"red; 2mm ;distractive marking; 5.5cm wide, 2.8cm high",2,2,0.693147181,3.14159,1.144729041,6.28318,1.837876222,770,6.646390515,artificial,abstract_butterfly,NA,NA,NA,80,80,NA,NA,NA,NA,0.365127,0.439642,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.110847308,0.006685066,
251,Stevens_2013,Stevens_2013_5,Stevens_2013_b,2013,UK,fig. 4,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,others,no pattern,targets with high contrast distractive markings placed towards the target centre,3,3.5,1.252762968,7.198,1.97380321,21.594,3.072415498,976.5,6.88397475,artificial,abstract_butterfly,NA,NA,NA,60,60,NA,NA,NA,NA,0.441948,0.694132,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.303187741,0.006087692,
252,Stevens_2013,Stevens_2013_6,Stevens_2013_b,2013,UK,fig. 4,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,others,no pattern,towards the margins of the target,3,3.5,1.252762968,7.198,1.97380321,21.594,3.072415498,976.5,6.88397475,artificial,abstract_butterfly,NA,NA,NA,60,60,NA,NA,NA,NA,0.604245,0.694132,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.10072381,0.004775961,
253,Vallin_2010,Vallin_2010_2_1,Vallin_2010_2a,2010,Sweden,table. 2,p.14,Parus_caeruleus,blue tit,Saturnia_pavonia,emperor moth,proportion1,proportion,Increase,survival,calculated by AM; (total-predated)/total,eyespot,eyespot,no pattern,male moth; sham-painted on the basal part of their wings so as to leave theireyespots intact vs. control,4,5.09,1.627277831,20.34817,3.012990982,81.39268,4.399285343,1140.5653,7.039279296,real,butterfly,omnivore,NA,NA,12,12,NA,NA,NA,NA,0.5,0.5,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.033773728,
254,Vallin_2010,Vallin_2010_2_1,Vallin_2010_2a,2010,Sweden,table. 2,p.14,Parus_caeruleus,blue tit,Saturnia_pavonia,emperor moth,proportion1,proportion,Decrease,attacked,calculated by AM; (total-predated)/total,eyespot,eyespot,no pattern,male moth; sham-painted on the basal part of their wings so as to leave theireyespots intact vs. control,4,5.09,1.627277831,20.34817,3.012990982,81.39268,4.399285343,1140.5653,7.039279296,real,butterfly,omnivore,NA,NA,12,12,NA,NA,NA,NA,0.5,0.583333,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.112721237,0.038044027,
255,Vallin_2010,Vallin_2010_2_2,Vallin_2010_2a,2010,Sweden,table. 2,p.14,Parus_caeruleus,blue tit,Saturnia_pavonia,emperor moth,proportion1,proportion,Increase,survival,calculated by AM; (total-predated)/total,eyespot,eyespot,no pattern,male moth; unmanipulated vs. control,4,5.09,1.627277831,20.34817,3.012990982,81.39268,4.399285343,1140.5653,7.039279296,real,butterfly,omnivore,NA,NA,12,12,NA,NA,NA,NA,0.166667,0.5,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.624663611,0.07578817,
256,Vallin_2010,Vallin_2010_2_2,Vallin_2010_2a,2010,Sweden,table. 2,p.14,Parus_caeruleus,blue tit,Saturnia_pavonia,emperor moth,proportion1,proportion,Decrease,attacked,calculated by AM; (total-predated)/total,eyespot,eyespot,no pattern,male moth; unmanipulated vs. control,4,5.09,1.627277831,20.34817,3.012990982,81.39268,4.399285343,1140.5653,7.039279296,real,butterfly,omnivore,NA,NA,12,12,NA,NA,NA,NA,0.9,0.583333,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.779692997,0.121778517,
257,Vallin_2010,Vallin_2010_2_3,Vallin_2010_2b,2010,Sweden,table. 2,p.14,Parus_caeruleus,blue tit,Saturnia_pavonia,emperor moth,proportion1,proportion,Increase,survival,calculated by AM; (total-predated)/total,eyespot,eyespot,no pattern,female moth; unmanipulated vs. control,4,5.09,1.627277831,20.34817,3.012990982,81.39268,4.399285343,1140.5653,7.039279296,real,butterfly,omnivore,NA,NA,12,12,NA,NA,NA,NA,0.666667,0.833333,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.185701432,0.019286808,
258,Vallin_2010,Vallin_2010_2_3,Vallin_2010_2b,2010,Sweden,table. 2,p.14,Parus_caeruleus,blue tit,Saturnia_pavonia,emperor moth,proportion1,proportion,Decrease,attacked,calculated by AM; (total-predated)/total,eyespot,eyespot,no pattern,female moth; unmanipulated vs. control,4,5.09,1.627277831,20.34817,3.012990982,81.39268,4.399285343,1140.5653,7.039279296,real,butterfly,omnivore,NA,NA,12,12,NA,NA,NA,NA,0.833333,0.416667,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.725956158,0.072691406,
259,Postema_2022,Postema_2022_1,Postema_2022_a,2022,US,fig. 2,p.454,none,none,none,none,proportion2,proportion,Decrease,attacked,2 cm length,eyespot,eyespot,feces,"caterpillar; artificial prey with the combined coloration features of 2 local Papilio species, the western tiger P. rutulus and pale P. eurymedon swallowtail",2,3.453,1.239243418,9.36447,2.236922741,18.72894,2.930069921,331.752154,5.804388166,artificial,abstract_caterpillar,NA,NA,NA,152.667,152.667,NA,NA,0.494233953,0.247116976,0.117783,0.04157,independent,prey,NA,NA,NA,NA,0.04,0.02,NA,NA,NA,NA,-0.11225433,0.003930445,
260,Postema_2022,Postema_2022_2,Postema_2022_b,2022,US,fig. 2,p.454,none,none,none,none,proportion2,proportion,Decrease,attacked,4 cm length,eyespot,eyespot,feces,"caterpillar; artificial prey with the combined coloration features of 2 local Papilio species, the western tiger P. rutulus and pale P. eurymedon swallowtail",2,5.405,1.687324451,22.94464,3.133084358,45.88928,3.826231539,1230.247985,7.114971042,artificial,abstract_caterpillar,NA,NA,NA,152.667,152.667,NA,NA,0.741350929,0.494233953,0.155889,0.105081,independent,prey,NA,NA,NA,NA,0.06,0.04,NA,NA,NA,NA,-0.063003121,0.007803461,
261,Postema_2022,Postema_2022_3,Postema_2022_c,2022,US,fig. 2,p.454,none,none,none,none,proportion2,proportion,Decrease,attacked,6 cm length,eyespot,eyespot,feces,"caterpillar; artificial prey with the combined coloration features of 2 local Papilio species, the western tiger P. rutulus and pale P. eurymedon swallowtail",2,6.79,1.915450942,36.21008,3.589337533,72.42016,4.282484714,2784.707495,7.931898118,artificial,abstract_caterpillar,NA,NA,NA,152.667,152.667,NA,NA,0.864909417,0.617792441,0.248268,0.147806,independent,prey,NA,NA,NA,NA,0.07,0.05,NA,NA,NA,NA,-0.114242794,0.009549369,
262,Lyytinen_2004,Lyytinen_2004_1,Lyytinen_2004_a,2004,Finland,fig. 4,p.282,Ficedula_hypoleuca,pied flycatcher,Bicyclus_anynana,Bicyclus anynana,proportion1,proportion,Increase,escaped,,eyespot,eyespot,no pattern,butterfly; dry vs. wet season,9,1.7,0.530628251,2.2698,0.819691722,20.4282,3.016916299,386.077,5.956036831,real,butterfly,Invertebrate,NA,nestling,12,10,NA,NA,NA,NA,0.83274,0.701068,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147005096,0.020577981,
263,Lyytinen_2003,Lyytinen_2003_1,Lyytinen_2003_a,2003,Finland,table. 2,p.376,Ficedula_hypoleuca,pied flycatcher,Bicyclus_anynana,Bicyclus anynana,proportion1,proportion,Increase,survival,,eyespot,eyespot,no pattern,butterfly; dry vs. wet season,9,1.7,0.530628251,2.2698,0.819691722,20.4282,3.016916299,386.077,5.956036831,real,butterfly,Invertebrate,NA,NA,21,21,NA,NA,NA,NA,0.286,0.381,dependent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.164642469,0.016288172,
